canonical_id,source_ids,name,name_core,city_canonical,state_code,display_address,postal_code,google_place_id,latitude,longitude,geohash7,price_point,primary_type,region_hint,website,website_raw,cuisine,cuisine_secondary,ambiance,intimacy,quietness,dining_experience,cuisine_fit,romance_score,_needs_llm_cuisine,_needs_llm_romance,_quality_flags,dedup_confidence,dedup_tier,romance_rationale
41592,41592,The Noortwyck,noortwyck,New York City,NY,"289 Bleecker St, New York, NY 10014",10014,ChIJ6wJ-in5ZwokRRuY3ZKS6BOA,40.7321673,-74.0032725,dr5rsp0,high,american_restaurant,,http://thenoortwyck.com,http://thenoortwyck.com,American,,7,6,6,8,5,65,false,false,"",1.0,singleton,
41777,41777,Essential by Christophe,essential by christophe,New York City,NY,"103 W 77th St, New York, NY 10024",10024,ChIJw6JyhoxZwokR3mKl4FLg5rM,40.7809576,-73.9766017,dr5ruxg,high,french_restaurant,,http://essentialbychristophe.com,http://essentialbychristophe.com,French,,9,8,7,9,9,85,false,false,"",1.0,singleton,
96572,96572,Basta,basta,Denver,CO,"3601 Arapahoe Ave, Boulder, CO 80303",80303,ChIJPT9ZVsPta4cRGbtCBP9HcGw,40.0153301,-105.2484228,9xj5th8,medium,italian_restaurant,,https://bastaboulder.com,https://bastaboulder.com/,Italian,,7,7,6,6,8,69,false,false,"",1.0,singleton,
11743,11743,Atera,atera,New York City,NY,"77 Worth St, New York, NY 10013",10013,ChIJ_Y7rMCBawokR0mnRmN5kL2o,40.71694,-74.0057,dr5reuq,high,american_restaurant,,http://ateranyc.com,http://ateranyc.com,American,,7,6,6,8,5,65,false,false,"",1.0,singleton,
69709,69709,Michael's Genuine Food & Drink,michael s genuine food drink,Miami,FL,"130 NE 40th St, Miami, FL 33137",33137,ChIJfRgILlex2YgRvDRFonWLC4w,25.8131931,-80.1926556,dhwfz5j,medium,american_restaurant,,http://michaelsgenuine.com,http://www.michaelsgenuine.com,American,,6,5,5,6,5,55,false,false,"",1.0,singleton,
68517,68517,Ometeo,ometeo,"Washington, DC",DC,"1640 Capital One Dr, Tysons, VA 22102",22102,ChIJ-bceLn9LtokR2p6DBWWZ4UM,38.925442,-77.2126698,dqcj6yp,medium,american_restaurant,,http://ometeotexmex.com,http://ometeotexmex.com,American,,6,5,5,6,5,55,false,false,"",1.0,singleton,
93592,93592,Shiraz Kitchen & Wine Bar - White Plains,shiraz kitchen wine bar white plains,New York City,NY,"80 Mamaroneck Ave, White Plains, NY 10601",10601,ChIJ6S30J-mVwokRd2qst9uX9mY,41.0307019,-73.7661408,dr793mm,medium,mediterranean_restaurant,,https://shirazkitchen.com,https://www.shirazkitchen.com,Mediterranean,,7,6,6,6,7,65,false,false,"",1.0,singleton,
66818,66818,Protege,protege,San Francisco Bay Area,CA,"250 California Ave, Palo Alto, CA 94306",94306,ChIJ14CVruW6j4ARoh-i6iIAe5g,37.427836,-122.1438243,9q9hut9,high,new_american_restaurant,,http://protegepaloalto.com,http://www.protegepaloalto.com,American,New American,8,7,7,8,7,75,false,false,"",1.0,singleton,
11171,11171,Frenchette,frenchette,New York City,NY,"241 W Broadway, New York, NY 10013",10013,ChIJu7pIuopZwokRvIsndYhPg4U,40.71964,-74.00578,dr5reuy,medium,french_restaurant,,https://frenchettenyc.com,https://www.frenchettenyc.com,French,,8,7,6,7,8,73,false,false,"",1.0,singleton,
70697,70697,The Ranch Restaurant & Saloon,ranch restaurant saloon,Los Angeles,CA,"1025 E Ball Rd #101A, Anaheim, CA 92805",92805,ChIJJ5fu7bbX3IARh_sSy1VkxsY,33.8187226,-117.8973546,9qh0mht,high,american_restaurant,,https://theranch.com/restaurant,https://www.theranch.com/restaurant/?utm_source=MyBusiness&utm_medium=Panel&utm_campaign=RestaurantWeb,American,,7,6,6,8,5,65,false,false,"",1.0,singleton,
99516,99516,Kizaki,kizaki,Denver,CO,"1551 S Pearl St, Denver, CO 80210",80210,ChIJT6LLNQB_bIcRFlId0L9BFOM,39.6884361,-104.980682,9xj3g15,high,sushi_restaurant,,https://denchukizaki.com,https://denchukizaki.com/,Japanese,Sushi,8,8,8,9,8,82,false,false,"",1.0,singleton,
20647,20647,Sumiao Hunan Kitchen,sumiao hunan kitchen,Boston,MA,"270 Third St Cambridge, MA 02142",02142,ChIJA9rG1KRw44kRxTGqPxYEgek,42.36601,-71.08203,drt3n2r,medium,chinese_restaurant,,https://sumiaohunan.com,https://www.sumiaohunan.com,Chinese,,6,5,5,5,5,53,false,false,"",1.0,singleton,
71799,71799,Don Artemio Restaurant,don artemio restaurant,Dallas,TX,"3268 W 7th St, Fort Worth, TX 76107",76107,ChIJNQ8ebcBzToYRTHnBeeLXtIo,32.7514508,-97.3645701,9vff26j,high,mexican_restaurant,,http://donartemio.us,http://www.donartemio.us/,Mexican,,7,6,5,7,6,63,false,false,"",1.0,singleton,
97909,"97909,108715",The Paju,paju,Seattle,WA,"513 Westlake Avenue N, Seattle, WA 98109",98109,ChIJXcSoyoEVkFQRkS7RCcI00W4,47.62370045,-122.33864510000001,c23nbje,low,korean_restaurant,,https://pajurestaurant.com,https://www.pajurestaurant.com/,Korean,,5,5,5,4,5,48,false,false,"",0.9299999999999999,A,
76328,76328,¡VIVA!,viva,Las Vegas,NV,"3000 S Las Vegas Blvd, Las Vegas, NV 89109",89109,ChIJPegNjHzFyIARPBkzZhPswGU,36.1340143,-115.1649647,9qqje3g,medium,mexican_restaurant,,http://eatdrinkviva.com,http://eatdrinkviva.com/,Mexican,,6,5,5,5,5,53,false,false,"",1.0,singleton,
68633,68633,Pizzeria Mozza,pizzeria mozza,Los Angeles,CA,"641 Highland Ave, Los Angeles, CA 90036",90036,ChIJbWvuoNO4woARx2Xy5MvJ138,34.0831169,-118.3388666,9q5cghs,medium,pizza_restaurant,,http://pizzeriamozza.com,http://www.pizzeriamozza.com,Pizza,,5,5,4,5,6,51,false,false,"",1.0,singleton,
40272,40272,The Office of Mr. Moto,office of mr moto,New York City,NY,"120a St Marks Pl, New York, NY 10009",10009,ChIJhXlSFFVZwokRbQf-lmDUK6k,40.7268131,-73.984036,dr5rsqn,high,japanese_restaurant,,http://dearmrmoto.com,http://dearmrmoto.com,Japanese,,8,8,8,9,8,82,false,false,"",1.0,singleton,
41018,41018,The Odeon,odeon,New York City,NY,"145 W Broadway, New York, NY 10013",10013,ChIJS-u0mB9awokRZ7H0sa9Oy-U,40.71694,-74.0077773,dr5reum,medium,french_restaurant,,https://theodeonrestaurant.com,https://www.theodeonrestaurant.com,French,,8,7,6,7,8,73,false,false,"",1.0,singleton,
33794,33794,Swift & Sons,swift sons,Chicago,IL,"1000 W Fulton Market, Chicago, IL 60607",60607,ChIJscE8yNAsDogR5bdhEY-wBwA,41.8869073,-87.6525045,dp3wm3m,high,steak_house,,http://swiftandsonschicago.com,http://www.swiftandsonschicago.com,Steakhouse,,8,7,5,9,6,72,false,false,"",1.0,singleton,
69358,69358,Hiden,hiden,Miami,FL,"313 NW 25th St, Miami, FL 33127",33127,ChIJEaa-UrK22YgR6rXu_t7u2hg,25.80088,-80.201386,dhwfybz,high,japanese_restaurant,,http://hidenmiami.com,http://hidenmiami.com,Japanese,,8,8,8,9,8,82,false,false,"",1.0,singleton,
10953,10953,Rubirosa,rubirosa,New York City,NY,"235 Mulberry St, New York, NY 10012",10012,ChIJs8MdNo9ZwokRTPUHiArLC-o,40.72275,-73.99622,dr5rsjm,low,pizza_restaurant,,https://rubirosanyc.com,https://www.rubirosanyc.com,Pizza,,4,4,3,3,5,39,false,false,"",1.0,singleton,
95722,95722,Jeju Restaurant,jeju restaurant,"Portland, OR",OR,"626 SE Main St, Portland, OR 97214",97214,ChIJKVDd_PULlVQR7irbVYO80is,45.513565,-122.6592454,c20fbv6,medium,korean_restaurant,,https://jejupdx.com,https://jejupdx.com/,Korean,,7,6,6,6,6,63,false,false,"",1.0,singleton,
40370,40370,Rasika Penn Quarter,rasika penn quarter,"Washington, DC",DC,"633 D St NW, Washington, DC 20004",20004,ChIJJbjP-o-3t4kRpnr_gpNc4pE,38.8950011,-77.0213393,dqcjr2d,medium,indian_restaurant,,https://rasikarestaurant.com,https://www.rasikarestaurant.com/,Indian,,7,6,5,6,6,61,false,false,"",1.0,singleton,
75412,75412,Born and Raised,born and raised,San Diego,CA,"1909 India St, San Diego, CA 92101",92101,ChIJ4yuqF7JU2YARcQmeuzO8iAE,32.724668,-117.168413,9mudjv2,high,steak_house,,http://bornandraisedsteak.com,http://bornandraisedsteak.com,Steakhouse,,8,7,5,9,6,72,false,false,"",1.0,singleton,
42773,42773,Torrisi,torrisi,New York City,NY,,,ChIJWd7fRdZZwokRhru5tn4KsVM,40.7242743,-73.9954023,dr5rsjw,high,italian_restaurant,,https://torrisinyc.com,https://www.torrisinyc.com/?utm_medium=Click&utm_source=GoogleMyBusiness,Italian,,9,8,7,8,9,83,false,false,missing_address,1.0,singleton,
98422,98422,Shiv Supper Club,shiv supper club,Phoenix,AZ,"7373 E Camelback Rd, Scottsdale, AZ 85251",85251,ChIJUzSI7LYLK4cRdViiGx7pOHc,33.5019022,-111.9213825,9tbqt4v,high,steak_house,,https://shivsupperclub.com,https://shivsupperclub.com/,Steakhouse,,8,7,5,9,6,72,false,false,"",1.0,singleton,
41488,41488,Icca,icca,New York City,NY,"20 Warren St, New York, NY 10007",10007,ChIJyRIhC_dbwokRqGoh89KPQME,40.7143008,-74.0076845,dr5regv,high,japanese_restaurant,,http://icca.nyc,http://icca.nyc,Japanese,,8,8,8,9,8,82,false,false,"",1.0,singleton,
43237,43237,Kiko,kiko,New York City,NY,,,ChIJY7hwYABZwokRP4p7Cn1xues,40.7261452,-74.0084601,dr5revu,high,american_restaurant,,https://kikonewyork.com,https://www.kikonewyork.com,American,,7,6,6,8,5,65,false,false,missing_address,1.0,singleton,
68695,68695,Blue Collar Miami,blue collar miami,Miami,FL,"6789 Biscayne Blvd, Miami, FL 33138",33138,ChIJC1jR09mz2YgRy4QYtGQOeFs,25.8376468,-80.1840628,dhwfzre,low,american_restaurant,,http://bluecollarmiami.com,http://bluecollarmiami.com,American,,4,4,4,4,4,40,false,false,"",1.0,singleton,
41365,41365,Le Clou,le clou,"Washington, DC",DC,"222 M St NE, Washington, DC 20002",20002,ChIJWVeCqWm5t4kRf5pP8ugEHIQ,38.9057749,-77.002728,dqcjrf8,medium,french_restaurant,,http://lecloudc.com,http://lecloudc.com,French,,8,7,6,7,8,73,false,false,"",1.0,singleton,
6324,6324,noda,noda,New York City,NY,"37 W 20th St, New York, NY 10011",10011,ChIJBxKYEqZZwokRL__Emm2Tl2Y,40.74478,-73.9881,dr5ru37,high,sushi_restaurant,,https://noda.nyc,https://www.noda.nyc,Japanese,Sushi,8,8,8,9,8,82,false,false,"",1.0,singleton,
74608,74608,Uchiko,uchiko,Austin,TX,"4200 N Lamar Blvd, Austin, TX 78756",78756,ChIJXQ-Uy2LKRIYR3W5SjLhBBj0,30.3107759,-97.7399843,9v6krvg,high,sushi_restaurant,,https://uchiko.uchirestaurants.com/location/austin,https://uchiko.uchirestaurants.com/location/austin,Japanese,Sushi,8,8,8,9,8,82,false,false,"",1.0,singleton,
56654,56654,Lex Yard,lex yard,New York City,NY,"550 Lexington Ave, New York, NY 10022",10022,ChIJp3Q2MABZwokRbzZFYomRijg,40.7562499,-73.9727281,dr5rueq,high,american_restaurant,,https://lexyardnyc.com,https://www.lexyardnyc.com/,American,,7,6,6,8,5,65,false,false,"",1.0,singleton,
73075,73075,Kettner Exchange,kettner exchange,San Diego,CA,"2001 Kettner Blvd, San Diego, CA 92101",92101,ChIJs7N7gbRU2YARkSPbQpAGTUM,32.7253645,-117.1697595,9mudjtr,medium,american_restaurant,,https://kettnerexchange.com,https://www.kettnerexchange.com/,American,,6,5,5,6,5,55,false,false,"",1.0,singleton,
6606,6606,Cosme,cosme,New York City,NY,"35 E 21st St, New York, NY 10010",10010,ChIJT-gYZKFZwokR7O8LLYuYMjU,40.739691,-73.988428,dr5ru27,high,mexican_restaurant,,http://cosmenyc.com,http://www.cosmenyc.com,Mexican,,7,6,5,7,6,63,false,false,"",1.0,singleton,
69540,69540,March,march,Houston,TX,"1624 Westheimer Rd, Houston, TX 77006",77006,ChIJEzo-VtLBQIYRAFxlZfioQC8,29.7431485,-95.4003814,9vk1jne,high,mediterranean_restaurant,,https://marchrestaurant.com,https://www.marchrestaurant.com/,Mediterranean,,8,7,7,8,8,77,false,false,"",1.0,singleton,
71972,"71972,108772,108773",noodle in a haystack,noodle in a haystack,San Francisco Bay Area,CA,"4601 Geary Blvd, San Francisco, CA 94118",94118,ChIJKnQog2xWKZ2_0NPb71rlStv,37.780661,-122.4686251,9q8yvjv,high,japanese_restaurant,,http://noodleinhaystack.com,http://noodleinhaystack.com,Japanese,,8,8,8,9,8,82,false,false,missing_place_id,0.9299999999999999,B,
40739,"40739,108781",The Cecchi's,cecchi s,New York City,NY,"105 W 13th St, New York, NY 10011",10011,ChIJtrdGtCd1e32NGDJY5CZPuEj,40.73703355,-73.99788795,dr5rspu,high,american_restaurant,,http://cecchis.nyc,http://cecchis.nyc,American,,7,6,6,8,5,65,false,false,missing_address,0.9299999999999999,B,
104750,"104750,108737",joujou,joujou,San Francisco Bay Area,CA,"65 Division St, San Francisco, CA 94103",94103,ChIJuWyW1qfbI-wPXPW8mbjiQKn,37.7697272,-122.40371075,9q8yyeu,high,french_restaurant,,,,French,,9,8,7,9,9,85,false,false,"missing_price_point,missing_website,missing_address",0.9299999999999999,B,
41928,41928,Juno Sushi Chicago,juno sushi chicago,Chicago,IL,"2638 N Lincoln Ave, Chicago, IL 60614",60614,ChIJ9R7uzwPTD4gRUK7ByrCK-wg,41.9297095,-87.6552036,dp3wt35,high,sushi_restaurant,,http://junosushichicago.com,http://junosushichicago.com,Japanese,Sushi,8,8,8,9,8,82,false,false,"",1.0,singleton,
69105,69105,Openaire,openaire,Los Angeles,CA,"3515 Wilshire Blvd, Los Angeles, CA 90010",90010,ChIJD_h5Qti5woARUeDmRcmkWA4,34.0620896,-118.3011787,9q5cgbz,medium,american_restaurant,,https://thelinehotel.com/los-angeles/restaurants-bars,https://www.thelinehotel.com/los-angeles/restaurants-bars/openaire,American,,6,5,5,6,5,55,false,false,"",1.0,singleton,
11163,11163,MAMO Restaurant,mamo restaurant,New York City,NY,"323 W Broadway, New York, NY 10013",10013,ChIJb7FRCYtZwokRC3tJHKjos7w,40.72186,-74.00382,dr5rsj0,medium,italian_restaurant,,https://mamonyc.com,https://www.mamonyc.com,Italian,,7,7,6,6,8,69,false,false,"",1.0,singleton,
41972,41972,The Omakase Room at Sushi-San,omakase room at sushi san,Chicago,IL,"63 W Grand Ave, Chicago, IL 60654",60654,ChIJ7ZPQ1OQtDogRE5hTFzbM2yM,41.8914127,-87.6304695,dp3wmfj,high,sushi_restaurant,,https://theomakaseroom.com,https://www.theomakaseroom.com/,Japanese,Sushi,8,8,8,9,8,82,false,false,"",1.0,singleton,
33128,33128,Frontier,frontier,Chicago,IL,"1072 N Milwaukee Ave, Chicago, IL 60642",60642,ChIJw0cVUdHSD4gRZADPW6blGZY,41.901201,-87.663558,dp3wm5v,low,american_restaurant,,http://thefrontierchicago.com,http://www.thefrontierchicago.com,American,,4,4,4,4,4,40,false,false,"",1.0,singleton,
40806,40806,Café Chelsea,cafe chelsea,New York City,NY,"218 West 23rd Street, New York, NY 10011",10011,ChIJq0lehvhZwokRZvP6X-Exl88,40.7443036,-73.9967323,dr5ru1m,medium,french_restaurant,,http://cafechelseanyc.com,http://www.cafechelseanyc.com,French,,8,7,6,7,8,73,false,false,"",1.0,singleton,
93222,93222,RockCreek Seafood & Spirits,rockcreek seafood spirits,Seattle,WA,"4300 Fremont Ave N, Seattle, WA 98103",98103,ChIJ27JSH1MUkFQR1baxwA59nhk,47.6594856,-122.3496932,c22zpu5,medium,seafood_restaurant,,http://rockcreekseafood.com,http://www.rockcreekseafood.com/,Seafood,,7,6,5,6,6,61,false,false,"",1.0,singleton,
99900,99900,La Padrona Boston,padrona boston,Boston,MA,,,ChIJd9JNGBR744kRUy2_3Oktr-k,42.3483524,-71.0751296,drt2ytk,high,italian_restaurant,,https://lapadronaboston.com,https://www.lapadronaboston.com/,Italian,,9,8,7,8,9,83,false,false,missing_address,1.0,singleton,
32210,32210,EL Ideas,ideas,Chicago,IL,"2419 W 14th St, Chicago, IL 60608",60608,ChIJbbQglnAtDogR-Y6w6ETH91A,41.86275,-87.687,dp3whsu,high,american_restaurant,,http://elideas.com,http://www.elideas.com,American,,7,6,6,8,5,65,false,false,"",1.0,singleton,
10873,10873,Blue Ribbon Brasserie - SoHo,blue ribbon brasserie soho,New York City,NY,,,ChIJQSjQsI1ZwokRu19O824YdH4,40.725456,-74.003027,dr5rsjb,low,american_restaurant,,https://blueribbonrestaurants.com/restaurants/blue-ribbon-brasserie,https://www.blueribbonrestaurants.com/restaurants/blue-ribbon-brasserie,American,,4,4,4,4,4,40,false,false,missing_address,1.0,singleton,
68429,68429,Antico Nuovo,antico nuovo,Los Angeles,CA,"4653 Beverly Blvd, Los Angeles, CA 90004",90004,ChIJB0hqPkC5woARQq-rCwWDiSY,34.0765597,-118.3109803,9q5cgg2,high,italian_restaurant,,https://anticonuovo-la.com,https://www.anticonuovo-la.com,Italian,,9,8,7,8,9,83,false,false,"",1.0,singleton,
76702,76702,Maple & Ash - Scottsdale,maple ash scottsdale,Phoenix,AZ,,,ChIJVVUVQr0LK4cR1JLKzJfvcZU,33.501928,-111.9279606,9tbqt4b,high,steak_house,,http://mapleandash.com,http://mapleandash.com/,Steakhouse,,8,7,5,9,6,72,false,false,missing_address,1.0,singleton,
101772,101772,Le Parc Bistrobar,le parc bistrobar,San Francisco Bay Area,CA,"185 Sutter St, San Francisco, CA 94104",94104,ChIJCbEcEgCBhYAR88RNaGCm5uM,37.789771,-122.403481,9q8yyxk,high,french_restaurant,,http://leparcbistrobar.com,http://leparcbistrobar.com/,French,,9,8,7,9,9,85,false,false,"",1.0,singleton,
100369,100369,Odo East Village,odo east village,New York City,NY,"536 E 5th St, New York, NY 10009",10009,ChIJoyIUFwBZwokRH0uTY_J5rcM,40.7240318,-73.9829146,dr5rsmx,high,kaiseki_restaurant,,https://odoeastvillage.nyc,https://www.odoeastvillage.nyc/,Japanese,Kaiseki,9,9,9,9,9,90,false,false,"",1.0,singleton,
41888,41888,Zaytinya,zaytinya,"Washington, DC",DC,,,ChIJ3_mSkpG3t4kRDEWpol01OrI,38.8990736,-77.0238211,dqcjr32,medium,mediterranean_restaurant,,https://zaytinya.com/location/washington-dc,https://www.zaytinya.com/location/washington-dc/,Mediterranean,,7,6,6,6,7,65,false,false,missing_address,1.0,singleton,
76074,76074,Lonesome Dove Fort Worth,lonesome dove fort worth,Dallas,TX,"2406 N Main St, Fort Worth, TX 76164",76164,ChIJk0u7Had2ToYRDC_c38Q-edc,32.7882289,-97.3489231,9vff8bb,high,steak_house,,http://lonesomedovefortworth.com,http://www.lonesomedovefortworth.com/,Steakhouse,,8,7,5,9,6,72,false,false,"",1.0,singleton,
3497,3497,Sushi Noz,sushi noz,New York City,NY,"181 E 78th St, New York, NY 10075",10075,ChIJmUAVNb5YwokRyFZIbhQ_cxM,40.77385,-73.95813,dr5rvn9,high,sushi_restaurant,,https://sushinoz.com,https://www.sushinoz.com,Japanese,Sushi,8,8,8,9,8,82,false,false,"",1.0,singleton,
67199,67199,Lumi,lumi,San Diego,CA,,,ChIJ3QqQ3kxT2YARgK7gy73kBhA,32.7092248,-117.1602703,9mudjfw,medium,sushi_restaurant,,https://lumirooftop.com,https://lumirooftop.com/,Japanese,Sushi,7,7,7,6,7,68,false,false,missing_address,1.0,singleton,
8146,8146,Meadowsweet,meadowsweet,New York City,NY,"149 Broadway, Brooklyn, NY 11211",11211,ChIJwXUoA99bwokRU2bF-gdB25I,40.7103995,-73.9632384,dr5rsgj,medium,american_restaurant,,http://meadowsweetnyc.com,http://www.meadowsweetnyc.com,American,,6,5,5,6,5,55,false,false,"",1.0,singleton,
99166,99166,Cove,cove,New York City,NY,"285 W Houston St, New York, NY 10014",10014,ChIJJcBbLABZwokRoXSmVANVTkk,40.7286836,-74.0077503,dr5reym,high,american_restaurant,,https://cove-nyc.com,https://www.cove-nyc.com/,American,,7,6,6,8,5,65,false,false,"",1.0,singleton,
40401,40401,Dhamaka,dhamaka,New York City,NY,"119 Delancey St, New York, NY 10002",10002,ChIJJyPbJe1ZwokRu8dDEOqAYDc,40.7180658,-73.9881304,dr5rsk7,medium,indian_restaurant,,http://dhamaka.nyc,http://dhamaka.nyc,Indian,,7,6,5,6,6,61,false,false,"",1.0,singleton,
69157,"69157,108760",Sachet,sachet,Dallas,TX,"4270 Oak Lawn Ave, Dallas, TX 75219",75219,ChIJdTynptyeToYR6IL5Jm4SIXo,32.821267649999996,-96.80223065,9vg4tny,medium,mediterranean_restaurant,,http://sachetdallas.com,http://www.sachetdallas.com/,Mediterranean,,7,6,6,6,7,65,false,false,missing_address,0.9299999999999999,A,
69099,"69099,108750",The Kali Restaurant,kali restaurant,Los Angeles,CA,"5722 Melrose Ave, Los Angeles, CA 90038",90038,ChIJdfiEi8m4woAR82sc6js_AXs,34.0832374,-118.32434860000001,9q5cgkw,high,steak_house,,https://kalirestaurant.com,https://www.kalirestaurant.com/,Steakhouse,,8,7,5,9,6,72,false,false,"",0.9299999999999999,A,
43541,43541,Le Bernardin,le bernardin,New York City,NY,"155 West 51st Street, New York, NY 10019",10019,ChIJV7QQ6kdZwokRax4615zpSGU,40.7614218,-73.9817558,dr5rus2,high,french_restaurant,,https://le-bernardin.com/home,https://www.le-bernardin.com/home,French,,9,8,7,9,9,85,false,false,"",1.0,singleton,
40526,40526,Gravitas,gravitas,"Washington, DC",DC,"1401 Okie St NE, Washington, DC 20002",20002,ChIJlQvkj3O4t4kRbcYbGokqgX8,38.9143265,-76.9835677,dqcm2hn,high,american_restaurant,,https://gravitasdc.com,https://www.gravitasdc.com,American,,7,6,6,8,5,65,false,false,"",1.0,singleton,
73411,73411,Boia De,boia de,Miami,FL,"5205 NE 2nd Ave, Miami, FL 33137",33137,ChIJte0b2xux2YgRr8f-xaLb0jw,25.8242908,-80.1913478,dhwfzjn,high,italian_restaurant,,http://boiaderestaurant.com,http://www.boiaderestaurant.com,Italian,,9,8,7,8,9,83,false,false,"",1.0,singleton,
67032,67032,Herb & Wood,herb wood,San Diego,CA,"2210 Kettner Blvd, San Diego, CA 92101",92101,ChIJ2_K2drNU2YAR-y2McDRLW_4,32.7273343,-117.1710044,9mudjty,high,mediterranean_restaurant,,https://herbandwood.com,https://www.herbandwood.com,Mediterranean,,8,7,7,8,8,77,false,false,"",1.0,singleton,
3943,3943,Joe Allen,joe allen,New York City,NY,"326 W 46th St, New York, NY 10036",10036,ChIJ0QKr91NYwokRhzehyIw3f0s,40.76005,-73.98913,dr5ruk4,low,american_restaurant,,https://joeallenrestaurant.com/index.php,https://joeallenrestaurant.com/index.php,American,,4,4,4,4,4,40,false,false,"",1.0,singleton,
71917,71917,Uchi West Hollywood,uchi west hollywood,Los Angeles,CA,"9001 Santa Monica Blvd Ste 101, West Hollywood, CA 90069",90069,ChIJNzshQFi_woAR2UkanIMOQB4,34.0830805,-118.387313,9q5cfh8,high,sushi_restaurant,,https://uchi.uchirestaurants.com/location/sushi-west-hollywood,https://uchi.uchirestaurants.com/location/sushi-west-hollywood/,Japanese,Sushi,8,8,8,9,8,82,false,false,"",1.0,singleton,
99710,99710,Yamada,yamada,New York City,NY,"16 Elizabeth St, New York, NY 10013",10013,ChIJSdFphJdbwokRG3R5uMCxFt4,40.7159317,-73.9972602,dr5rshh,high,japanese_restaurant,,https://yamadanewyork.com,https://www.yamadanewyork.com/,Japanese,,8,8,8,9,8,82,false,false,"",1.0,singleton,
